Year,OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartments in Tract,PROPERTIES,Shape__Area,Shape__Length
2019,3341,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,378.260.362.597.046,294.396.267.373.345
2019,3342,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,0,0,0,0,0,0,0,0,302.947.410.541.992,270.945.667.843.899
2019,3343,53033000601,06.01,Census Tract 6.01,Haller Lake,9.5,1.97,1388,368.421.052.631.579,381.451.009.723.261,Low,Stable,610,17,154.049.525.828.857,200.789.564.759.328
2019,3344,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2.51,1244,-790.513.833.992.096,-718.276.137.270.551,Low,Decline,328,23,138.280.616.665.344,166.343.489.620.973
2019,3345,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,01.02,1188,990.099.009.900.991,136.518.771.331.058,Low,Stable,64,5,12.300.447.062.561,139.603.795.463.703
2019,3346,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,1.94,1537,210.526.315.789.474,336.247.478.143.914,Low,Stable,440,22,230.733.886.559.448,305.363.374.485.091
2019,3347,53033001300,13,Census Tract 13,Licton Springs,9.2,1.96,1220,155.440.414.507.772,158.201.498.751.041,Low,Stable,938,74,127.100.369.901.733,148.810.870.453.396
2019,3348,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,3.49,1843,104.430.379.746.835,102.932.375.822.861,High,Rise,159,6,672.279.139.416.504,103.925.315.540.704
2019,3349,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2.48,1479,404.858.299.595.133,749.318.801.089.918,Medium,Stable,1377,50,385.629.005.014.038,953.030.256.857.274
2019,3350,53033004800,48,Census Tract 48,Fremont,11.1,2.87,1660,177.304.964.539.008,190.300.798.035.605,Medium,Stable,350,29,138.338.868.196.411,188.222.365.726.525
2019,3351,53033005100,51,Census Tract 51,Wallingford,11.2,2.92,1288,-266.666.666.666.667,-257.186.081.694.402,Medium,Decline,350,24,949.035.015.280.151,134.625.915.467.426
2019,3352,53033008200,82,Census Tract 82,First Hill,6.1,3.44,2614,584.615.384.615.384,591.572.123.176.661,High,Stable,1962,15,404.477.382.589.722,91.021.403.414.799
2019,3353,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2.92,1343,20.979.020.979.021,197.418.375.094.913,Medium,Stable,319,10,938.181.013.056.946,153.116.567.050.508
2019,3354,53033012100,121,Census Tract 121,Arbor Heights,1.1,0,0,0,0,0,0,0,0,185.389.009.337.463,259.836.162.383.482
2019,3355,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,0,0,0,0,0,0,0,0,180.976.407.372.589,204.856.455.423.004
2019,3356,53033000602,06.02,Census Tract 6.02,Haller Lake,9.5,1.99,1686,585.106.382.978.724,59.710.873.664.362,Low,Stable,396,9,259.475.078.614.197,232.217.047.501.309
2019,3357,53033000201,02.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,1.77,1451,23.121.387.283.237,247.175.141.242.938,Low,Stable,873,13,194.461.763.249.207,186.515.780.841.956
2019,3358,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,2.29,1444,177.777.777.777.778,176.180.408.738.548,Low,Stable,522,56,674.933.648.599.243,105.508.179.265.194
2019,3359,53033005304,53.04,Census Tract 53.04,University District,7.2,0,0,0,0,0,0,0,0,786.047.098.052.979,408.312.606.626.598
2019,3360,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2.94,2011,137.931.034.482.759,125.881.168.177.241,High,Stable,115,6,131.416.884.516.602,156.516.663.663.576
2019,3361,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2.79,1621,21.978.021.978.022,194.968.553.459.119,Medium,Stable,1298,62,165.457.982.751.465,577.569.998.668.964
2019,3362,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,3.16,2360,604.026.845.637.584,606.741.573.033.708,High,Stable,2179,21,36.398.331.784.668,121.437.792.365.382
2019,3363,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,2.2,1708,185.185.185.185.185,190.930.787.589.499,Medium,Stable,91,6,22.245.158.163.269,287.463.735.215.772
2019,3364,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,3.23,2084,385.852.090.032.155,399.201.596.806.387,High,Stable,1659,23,201.861.436.813.354,648.438.948.226.953
2019,3365,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,3.31,2193,103.333.333.333.333,103.118.712.273.642,High,Rise,2271,15,162.255.890.014.648,58.732.165.106.452
2019,3366,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,3.63,2589,676.470.588.235.294,676.288.659.793.814,High,Stable,1695,15,623.880.494.293.213,124.939.648.041.578
2019,3367,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,1.71,1523,118.343.195.266.272,133.067.198.935.462,Low,Stable,52,4,107.922.624.648.438,169.243.685.147.596
2019,3368,53033009900,99,Census Tract 99,North Delridge,2.1,2.68,1589,46.875,47.462.096.242.584,Medium,Stable,996,26,70.254.374.707.016,646.336.615.792.341
2019,3369,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2.93,1360,209.059.233.449.478,194.902.548.725.637,Medium,Stable,158,13,274.243.056.749.573,296.182.112.966.095
2019,3370,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,3.11,1736,366.666.666.666.666,364.179.104.477.612,High,Stable,683,54,181.506.256.758.423,188.745.831.831.158
2019,3371,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,1.62,1134,253.164.556.962.026,28.105.167.724.388,Low,Stable,257,12,126.711.735.070.038,158.498.135.377.743
2019,3372,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,1.96,1355,315.789.473.684.211,288.534.548.215.642,Low,Stable,113,13,169.241.732.272.644,247.040.405.747.324
2019,3373,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,2.23,1949,669.856.459.330.144,66.776.135.741.653,Medium,Stable,565,6,132.733.691.432.037,174.780.591.593.666
2019,3374,53033010701,107.01,Census Tract 107.01,High Point,2.2,1.9,1640,555.555.555.555.555,533.076.429.030.186,Low,Stable,214,5,15.726.285.722.641,213.023.651.802.902
2019,3375,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,2.21,1451,231.481.481.481.481,196.767.392.832.045,Low,Stable,374,23,154.620.140.646.667,237.749.471.378.089
2019,3376,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,0,0,0,0,0,0,0,0,100.311.588.856.812,208.281.661.958.069
2019,3377,53033000402,04.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,1.87,1254,388.888.888.888.889,415.282.392.026.578,Low,Stable,589,28,193.622.205.229.187,213.971.752.981.976
2019,3378,53033000300,3,Census Tract 3,Haller Lake,9.5,1.42,1076,709.219.858.156.029,560.747.663.551.402,Low,Stable,83,7,130.338.645.966.187,172.980.295.354.457
2019,3379,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,2.41,1652,126.050.420.168.068,103.975.535.168.196,Medium,Stable,386,35,102.898.184.570.313,129.453.948.643.709
2019,3380,53033003000,30,Census Tract 30,Whittier Heights,10.2,2.47,1548,816.326.530.612.245,846.905.537.459.283,Medium,Stable,361,28,160.722.220.088.196,16.061.947.620.856
2019,3381,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2.91,1831,282.685.512.367.491,29.229.904.440.697,High,Stable,716,36,960.902.608.453.369,171.644.547.776.423
2019,3382,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,3.17,1879,192.926.045.016.077,21.195.652.173.913,High,Stable,143,11,205.753.927.101.746,231.476.459.804.202
2019,3383,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,3.45,1404,176.991.150.442.478,188.679.245.283.019,High,Stable,483,17,146.967.967.441.101,161.399.218.598.102
2019,3384,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,1.8,1230,227.272.727.272.727,232.945.091.514.143,Low,Stable,108,8,104.813.349.800.415,132.009.092.050.947
2019,3385,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,03.09,2007,651.465.798.045.603,904.977.375.565.611,High,Stable,1435,28,36.155.008.977.356,114.999.407.456.685
2019,3386,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,3.46,2366,149.501.661.129.568,147.429.679.922.405,High,Rise,1182,34,328.014.799.505.615,85.938.649.046.644
2019,3387,53033005401,54.01,Census Tract 54.01,Fremont,11.1,3.36,2144,532.915.360.501.567,520.117.762.512.267,High,Stable,1167,38,789.227.058.761.597,1.974.010.787.087
2019,3388,53033008004,80.04,Census Tract 80.04,Belltown,13.1,2.95,2281,207.612.456.747.405,201.252.236.135.957,High,Stable,1067,10,290.832.663.348.389,149.449.795.882.911
2019,3389,53033008003,80.03,Census Tract 80.03,Belltown,13.1,3.24,2105,-613.496.932.515.324,-660.689.004.247.286,High,Decline,1361,13,212.204.371.142.578,872.099.942.149.515
2019,3390,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,2.93,1808,173.611.111.111.112,18.018.018.018.018,High,Stable,1980,42,156.550.771.533.203,522.086.848.686.108
2019,3391,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,3.95,3212,618.279.569.892.473,628.722.700.198.544,High,Stable,2365,11,337.459.639.306.641,79.848.635.220.016
2019,3392,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,2.5,1546,0,0,Medium,Stable,532,22,10.204.645.644.455,137.327.653.894.052
2019,3393,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,0,0,0,0,0,0,0,0,162.908.136.344.757,288.975.986.341.236
2019,3394,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,1.81,1108,175.324.675.324.675,179.978.700.745.474,Low,Significant Rise,67,3,123.230.567.394.714,172.015.467.858.114
2019,3395,53033004703,47.03,Census Tract 47.03,Ballard,10.4,2.9,1618,39.426.523.297.491,405.144.694.533.762,Medium,Stable,1102,56,130.309.181.381.531,187.188.593.915.212
2019,3396,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,1.91,1459,213.903.743.315.507,217.086.834.733.894,Low,Stable,122,5,102.702.716.852.112,131.470.305.998.084
2019,3397,53033000403,04.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,1.88,1416,217.391.304.347.825,246.020.260.492.041,Low,Stable,454,12,788.118.592.349.243,140.970.266.947.453
2019,3398,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,3.15,2023,535.117.056.856.186,547.445.255.474.453,High,Stable,1069,29,119.277.886.225.891,320.945.033.857.248
2019,3399,53033004600,46,Census Tract 46,Green Lake,9.4,2.17,1356,14.018.691.588.785,126.960.418.222.554,Low,Stable,65,7,278.293.687.579.956,255.142.239.990.877
2019,3400,53033004702,47.02,Census Tract 47.02,Ballard,10.4,03.03,1829,520.833.333.333.333,517.538.815.411.156,High,Stable,1586,43,2.867.507.734.375,695.644.967.487.604
2019,3401,53033002700,27,Census Tract 27,Green Lake,9.4,2.18,1587,480.769.230.769.231,482.166.446.499.339,Low,Stable,354,24,170.580.792.767.029,219.428.352.783.745
2019,3402,53033001800,18,Census Tract 18,Licton Springs,9.2,1.98,1393,102.040.816.326.531,108.853.410.740.203,Low,Stable,667,63,101.828.822.714.539,13.946.100.028.213
2019,3403,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2.88,1679,249.110.320.284.697,23.780.487.804.878,Medium,Stable,1573,54,286.519.363.619.995,784.530.321.659.896
2019,3404,53033005303,53.03,Census Tract 53.03,University District,7.2,0,0,0,0,0,0,0,0,243.497.844.945.679,339.046.213.661.119
2019,3405,53033004402,44.02,Census Tract 44.02,University District,7.2,2.83,1418,14.336.917.562.724,135.811.293.781.272,Medium,Stable,1292,65,317.502.143.328.857,748.797.985.687.102
2019,3406,53033004401,44.01,Census Tract 44.01,University District,7.2,3.1,1413,130.718.954.248.366,136.298.421.807.747,Medium,Stable,521,30,747.957.176.147.461,129.489.751.357.778
2019,3407,53033005307,53.07,Census Tract 53.07,University District,7.2,3.1,1305,197.368.421.052.632,1.953.125,Medium,Stable,416,20,139.952.647.988.892,475.885.069.026.771
2019,3408,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,1.78,1170,113.636.363.636.364,12.987.012.987.013,Low,Stable,71,3,167.168.526.628.113,242.301.579.430.562
2019,3409,53033005402,54.02,Census Tract 54.02,Fremont,11.1,03.02,1818,30.716.723.549.488,306.122.448.979.592,High,Stable,882,42,499.314.186.450.195,100.637.978.469.566
2019,3410,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,3.31,1467,216.049.382.716.049,208.768.267.223.382,Medium,Stable,468,23,113.912.082.196.655,152.422.097.594.939
2019,3411,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,03.03,1808,306.122.448.979.591,319.634.703.196.347,High,Stable,1498,65,340.050.355.529.785,740.362.929.266.713
2019,3412,53033007600,76,Census Tract 76,Miller Park,6.4,2.97,1736,102.040.816.326.531,988.947.062.245.491,Medium,Stable,1063,55,615.538.938.891.602,990.636.833.563.623
2019,3413,53033010200,102,Census Tract 102,Seward Park,4.3,1.83,1274,166.666.666.666.667,135.242.641.209.228,Low,Stable,76,4,301.290.792.078.857,334.394.693.972.433
2019,3414,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,0,0,0,0,0,0,0,0,17.543.421.029.068,173.429.302.013.933
2019,3415,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,1.81,1379,111.731.843.575.419,117.388.114.453.412,Low,Stable,71,5,187.596.928.948.212,189.250.430.066.197
2019,3416,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2.7,1918,424.710.424.710.426,452.316.076.294.278,Medium,Stable,1631,20,798.674.671.530.151,124.900.968.039.152
2019,3417,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,0,0,0,0,0,0,0,0,173.146.100.391.541,22.274.170.768.035
2019,3418,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2.99,1740,239.726.027.397.261,217.263.652.378.156,High,Stable,385,21,992.751.052.307.129,129.827.549.339.758
2019,3419,53033009000,90,Census Tract 90,Judkins Park,5.2,2.54,1685,793.650.793.650.794,101.918.465.227.818,Medium,Stable,768,18,921.217.319.689.941,143.191.029.916.181
2019,3420,53033026400,264,Census Tract 264,South Park,3.1,0,0,0,0,0,0,0,0,461.382.048.629.761,576.340.767.367.231
2020,3421,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,2.23,1589,182.648.401.826.484,159.846.547.314.578,Medium,Stable,1230,22,10.851.861.641.449,158.997.733.430.541
2020,3422,53033000404,04.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,02.07,1677,0,-595.947.556.615.018,Low,Decline,509,7,67.916.527.237.854,129.625.584.131.713
2020,3423,53033004901,49.01,Census Tract 49.01,Fremont,11.1,2.49,1449,809.716.599.190.284,835.073.068.893.528,Medium,Stable,991,108,535.088.821.542.358,937.965.576.684.679
2020,3424,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2.89,1647,-136.518.771.331.058,-131.815.458.358.298,High,Decline,860,40,725.587.906.799.316,118.942.888.948.854
2020,3425,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,2.17,1338,930.232.558.139.536,904.977.375.565.611,Low,Stable,326,33,106.371.518.217.773,13.201.311.297.987
2020,3426,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,1.98,1367,153.846.153.846.154,171.130.952.380.952,Low,Stable,107,14,231.374.640.452.271,247.045.678.017.235
2020,3427,53033006400,64,Census Tract 64,Miller Park,6.4,2.24,1893,181.818.181.818.182,17.741.935.483.871,Medium,Stable,103,5,972.635.190.356.445,131.867.701.844.683
2020,3428,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,3.62,2287,-109.289.617.486.339,-866.926.744.690.074,High,Decline,312,9,105.397.805.728.455,17.192.703.749.828
2020,3429,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2.75,1994,732.600.732.600.733,707.070.707.070.707,High,Stable,69,4,105.946.342.979.736,164.429.685.869.958
2020,3430,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2.17,1853,-202.205.882.352.941,-202.667.814.113.597,Medium,Decline,164,6,301.272.080.188.904,285.058.067.930.163
2020,3431,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,1.79,1211,170.454.545.454.546,142.378.559.463.987,Low,Stable,69,3,26.374.983.680.542,275.600.138.429.836
2020,3432,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2.71,1806,-390.070.921.985.815,-373.134.328.358.209,High,Decline,1064,38,251.240.627.388.306,486.682.722.430.527
2020,3433,53033006800,68,Census Tract 68,Queen Anne,12.3,3.62,2398,0,125.260.960.334.029,High,Stable,543,26,772.925.027.154.541,112.753.773.479.613
2020,3434,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,3.83,3357,-793.269.230.769.231,-800.219.238.147.438,High,Decline,1119,8,598.781.208.642.578,143.399.950.294.181
2020,3435,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,2.71,2371,-128.617.363.344.051,-127.346.337.872.654,High,Decline,1054,6,299.216.547.857.666,114.271.467.556.707
2020,3436,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2.7,1847,-592.334.494.773.519,-566.905.005.107.252,High,Decline,1212,22,464.163.780.010.986,971.512.087.740.264
2020,3437,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,3.39,2746,-107.894.736.842.105,-109.020.116.807.268,High,Decline,2391,7,336.876.926.522.827,780.242.635.391.176
2020,3438,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2.88,1917,-914.826.498.422.713,-875.773.441.218.467,High,Decline,1770,28,532.847.460.678.101,900.494.722.654.019
2020,3439,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2.75,1985,-484.429.065.743.945,-511.472.275.334.608,High,Decline,765,13,102.171.584.839.813,539.463.734.519.274
2020,3440,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,2.45,1616,-684.410.646.387.832,-675.129.832.660.127,Medium,Decline,1428,28,105.043.513.417.664,145.461.362.419.116
2020,3441,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2.32,1479,-756.972.111.553.785,-733.082.706.766.917,Low,Decline,585,19,250.524.746.053.925,256.289.245.317.132
2020,3442,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2.56,1725,-921.985.815.602.836,-897.097.625.329.815,Medium,Decline,537,22,108.142.489.397.583,132.915.490.832.838
2020,3443,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2.37,1628,-207.357.859.531.773,-207.785.888.077.859,Medium,Decline,777,18,13.690.717.169.342,193.287.463.975.703
2020,3444,53033026300,263,Census Tract 263,Rainier Beach,4.1,0,0,0,0,0,0,0,0,3.072.463.331.604,954.048.024.444.965
2020,3445,53033012000,120,Census Tract 120,Arbor Heights,1.1,0,0,0,0,0,0,0,0,155.609.904.431.915,16.787.974.281.693
2020,3446,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,2.47,1593,0,-238.970.588.235.294,Medium,Decline,869,14,122.367.180.846.863,155.520.743.493.747
2020,3447,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,116.290.410.737,162.873.553.131.872
2020,3448,53033010800,108,Census Tract 108,Riverview,2.3,1.84,1285,-31.578.947.368.421,-323.795.180.722.892,Low,Decline,59,3,440.874.452.204.437,390.193.474.976.913
2020,3449,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,0,0,0,0,0,0,0,0,122.908.100.239.868,153.120.874.645.944
2020,3450,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,1.54,949,131.578.947.368.421,106.496.272.630.458,Low,Stable,93,9,847.247.171.472.168,12.629.322.933.575
2020,3451,53033005306,53.06,Census Tract 53.06,University District,7.2,2.67,1468,-565.371.024.734.983,-541.237.113.402.062,Medium,Decline,780,20,215.790.605.789.185,595.487.262.312.138
2020,3452,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,03.05,1857,-348.101.265.822.786,-318.039.624.608.968,High,Decline,1075,62,35.641.156.701.355,798.727.441.919.544
2020,3453,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,0,0,0,0,0,0,0,0,103.599.197.832.642,131.517.125.244.876
2020,3454,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2.69,1902,112.781.954.887.217,955.414.012.738.853,High,Stable,487,7,179.339.272.689.209,233.508.002.922.279
2020,3455,53033005600,56,Census Tract 56,Magnolia,12.1,0,0,0,0,0,0,0,0,320.450.561.363.831,299.435.055.294.428
2020,3456,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,2.42,1825,0,109.709.270.433.352,Medium,Stable,607,35,642.717.188.375.854,108.464.930.444.777
2020,3457,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2.95,1706,-673.400.673.400.674,-524.781.341.107.872,High,Decline,1461,87,119.591.937.410.278,214.772.648.301.767
2020,3458,53033005700,57,Census Tract 57,Magnolia,12.1,02.03,1520,201.005.025.125.627,194.500.335.345.406,Low,Stable,352,28,533.055.844.251.709,445.065.655.358.236
2020,3459,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,2.35,1440,-961.538.461.538.461,-920.554.854.981.084,Low,Decline,389,29,844.908.671.850.586,190.752.924.234.318
2020,3460,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2.78,1796,-13.125,-130.266.343.825.666,High,Decline,1915,24,270.076.660.922.241,927.581.826.751.285
2020,3461,53033008300,83,Census Tract 83,First Hill,6.1,2.82,1947,-600.000.000.000.001,-589.656.839.052.682,High,Decline,1272,15,256.127.649.777.222,863.213.489.440.587
2020,3462,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2.96,1689,-166.112.956.810.631,-151.603.498.542.274,High,Decline,1934,89,321.051.993.661.499,721.962.364.175.991
2020,3463,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,2.29,1474,-129.310.344.827.585,-153.640.614.562.458,Low,Decline,105,7,238.999.074.262.695,282.587.625.684.306
2020,3464,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2.98,1914,336.700.336.700.329,261.917.234.154.007,High,Stable,320,30,102.100.388.581.238,132.025.268.569.703
2020,3465,53033008500,85,Census Tract 85,First Hill,6.1,03.07,2044,-253.968.253.968.254,-266.666.666.666.667,High,Decline,1556,21,48.541.213.192.749,902.558.161.466.663
2020,3466,53033026500,265,Census Tract 265,Highland Park,2.5,0,0,0,0,0,0,0,0,461.767.548.258.972,112.349.647.811.896
2020,3467,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,1.49,1036,136.054.421.768.708,1.171.875,Low,Stable,80,6,167.108.428.944.397,200.119.659.924.997
2020,3468,53033011300,113,Census Tract 113,Highland Park,2.5,1.91,1540,-103.626.943.005.181,-134.529.147.982.063,Low,Decline,334,17,372.606.829.683.075,271.841.613.850.878
2020,3469,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,1.96,1385,-248.756.218.905.472,-239.605.355.884.426,Low,Decline,240,12,165.586.527.529.297,198.873.089.363.241
2020,3470,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,2.49,1527,-796.812.749.003.967,-650.618.087.182.824,Medium,Decline,388,26,11.724.162.319.458,144.588.370.353.337
2020,3471,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,2.54,1867,-230.769.230.769.231,-245.559.038.662.487,Medium,Decline,1205,13,884.114.588.363.647,133.249.900.925.288
2020,3472,53033000102,01.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,2.18,1540,460.829.493.087.568,851.342.501.637.197,Low,Stable,731,16,154.468.214.830.017,195.523.623.304.664
2020,3473,53033004701,47.01,Census Tract 47.01,Ballard,10.4,2.62,1833,-934.256.055.363.322,-934.718.100.890.208,High,Decline,1473,53,603.602.832.614.136,135.390.476.262.898
2020,3474,53033004500,45,Census Tract 45,Wallingford,11.2,2.28,1999,440.528.634.361.224,401.808.136.614.766,Medium,Stable,53,3,72.221.098.883.667,110.183.020.934.985
2020,3475,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,2.12,1528,952.380.952.380.953,924.702.774.108.322,Low,Stable,286,25,106.147.911.058.044,133.663.196.709.081
2020,3476,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,1.88,1655,162.162.162.162.161,147.148.988.350.705,Low,Stable,178,10,133.906.642.680.969,182.861.439.211.159
2020,3477,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,2.61,1572,-842.105.263.157.895,-817.757.009.345.794,Medium,Decline,1574,52,12.760.890.690.918,522.749.528.678.734
2020,3478,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,2.67,1722,-36.101.083.032.491,-320.404.721.753.794,Medium,Decline,1824,75,474.686.984.552.002,949.079.905.735.624
2020,3479,53033005803,58.03,Census Tract 58.03,Interbay,12.2,1.94,1417,210.526.315.789.474,223.665.223.665.224,Low,Stable,382,32,895.617.342.456.055,171.291.988.103.483
2020,3480,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,02.06,1587,198.019.801.980.198,205.787.781.350.482,Low,Stable,111,11,11.010.649.894.989,151.842.205.727.179
2020,3481,53033004902,49.02,Census Tract 49.02,Fremont,11.1,2.89,1678,-493.421.052.631.579,-492.917.847.025.496,High,Decline,952,65,64.482.623.397.522,108.017.314.915.315
2020,3482,53033005801,58.01,Census Tract 58.01,Interbay,12.2,2.14,1859,-18.348.623.853.211,-189.973.614.775.726,Medium,Decline,1305,45,196.184.242.433.472,255.000.139.546.944
2020,3483,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,2.79,1446,-346.020.761.245.675,-301.810.865.191.147,Medium,Decline,1274,44,162.344.382.748.413,676.447.724.113.477
2020,3484,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,2.7,1472,-459.363.957.597.173,-447.761.194.029.851,Medium,Decline,1581,53,141.897.404.168.701,501.279.869.002.574
2020,3485,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,02.05,1736,148.514.851.485.148,128.354.725.787.631,Medium,Stable,400,36,192.911.721.184.692,29.764.000.341.636
2020,3486,53033009600,96,Census Tract 96,Alki/Admiral,1.4,1.98,1565,-149.253.731.343.283,-255.292.652.552.927,Low,Decline,469,35,197.415.016.534.882,207.454.059.998.832
2020,3487,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,2.58,1491,-76.923.076.923.077,-798.403.193.612.774,Medium,Decline,575,43,78.830.131.696.167,114.323.842.123.557
2020,3488,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,2.29,1366,881.057.268.722.468,111.028.867.505.551,Low,Stable,449,24,127.792.778.645.477,17.351.055.007.292
2020,3489,53033011200,112,Census Tract 112,South Park,3.1,1.42,859,709.219.858.156.029,940.070.505.287.897,Low,Stable,175,15,264.638.900.310.974,270.023.375.751.905
